pH,EC,CO3,HCO3,Cl,SO4,NO3,Ca,Mg,Na,K,F,tds,Actual_WQI,Predicted_WQI,Calculated_WQI,Classification
7.4,930.0,0.0,143.0,67.0,56.0,45.0,21.0,18.0,42.0,58.8,0.58,605,231.5514,237.15872410399996,255.92,Poor (Needs purification before use)
7.84,1024.0,0.0,311.2,99.3,98.4,21.4,40.1,43.7,90.0,16.9,0.74,353,227.12216,223.93749120000012,168.69200000000004,Moderate (Filtration required)
8.4,365.0,24.0,110.0,21.0,3.0,33.0,24.0,22.0,17.8,1.43,0.13,262,99.45528,97.45691993719998,121.12,Moderate (Filtration required)
7.27,2546.0,0.0,549.0,383.0,106.0,236.0,128.0,102.0,239.0,29.0,1.65,1559,665.28278,655.979740208,694.7810000000001,Highly Polluted (Not for any domestic use)
7.3,1065.0,0.0,402.7,49.2,58.9,13.5,75.0,30.1,72.5,2.4,0.47,1181,347.9307,347.4840593999999,506.12,Highly Polluted (Not for any domestic use)
9.62,210.0,9.0,37.0,36.0,15.0,0.0,6.0,1.0,36.0,2.0,0.4,126,53.54768,55.16942961399994,55.38600000000001,Good (Minor treatment needed)
7.9,701.0,0.0,369.0,13.0,21.0,1.0,28.0,49.58016,21.0,1.0,0.27,455,185.5134246,186.71582005399995,207.644048,Poor (Needs purification before use)
7.6,830.0,0.0,353.858,71.0,39.0,2.7,64.0,15.0,89.0,9.4,2.1,556,225.968688,227.42854400799988,248.38,Poor (Needs purification before use)
7.48,1997.0,0.0,134.0,525.0,17.0,54.0,268.0,56.0,62.0,5.0,0.21,1198,486.83872,493.40248334999984,578.6440000000001,Highly Polluted (Not for any domestic use)
7.69,791.0,0.0,290.0,82.0,27.0,21.0,103.0,10.0,56.0,1.4,0.12,514,212.00306,209.47692368900005,241.80700000000002,Poor (Needs purification before use)
8.59,214.5,3.0,91.57,24.815,11.13,0.0,28.02,12.12,2.41,8.44,0.74,121,56.54956,58.9334868705,63.019000000000005,Good (Minor treatment needed)
7.67,1650.0,0.0,586.0,128.0,132.0,33.0,56.0,39.0,149.0,158.0,1.06,1052,441.98138,431.46698338199974,451.601,"Severely Contaminated (Avoid drinking, high health risk)"
7.8,798.0,0.0,305.0,71.0,29.0,37.0,92.0,29.0,24.0,0.78,0.29,535,216.73788,216.1502344589999,252.64,Poor (Needs purification before use)
7.8,1268.0,0.0,403.0,184.0,74.0,38.0,60.0,24.0,208.0,0.77,0.38,850,347.21032,342.8703149999999,367.53999999999996,"Very Poor (Not suitable for drinking, high risk)"
7.58,220.0,0.0,73.0,14.0,33.0,3.0,10.0,6.0,32.0,3.0,0.19,132,59.16312,57.942134192999994,59.874,Good (Minor treatment needed)
6.9,4360.0,0.0,231.8,893.3,217.0,23.0,168.0,221.2,189.8,1.8,0.98,1126,810.1064,863.9419161999998,569.23,Highly Polluted (Not for any domestic use)
8.06,795.0,0.0,390.0,43.0,22.0,5.0,32.0,36.0,75.0,3.6,0.25,477,207.52144,209.28941968799987,213.61800000000002,Poor (Needs purification before use)
7.7,2358.0,0.0,577.0,241.0,120.0,41.0,94.0,49.0,270.0,1.1,0.53,1533,600.7904,601.5558036470002,658.41,Highly Polluted (Not for any domestic use)
7.49,340.0,0.0,128.1,35.5,23.0,11.9,42.084,7.296,21.2,6.11,0.25,204,91.294092,89.71588866800002,98.661,Good (Minor treatment needed)
8.32,293.0,9.0,109.8,21.3,6.9,0.8,40.0,7.3,4.6,2.8,0.84,673,145.66198,152.60921663999994,285.88599999999997,Poor (Needs purification before use)
8.36,1549.0,96.0,207.4,198.0,130.0,67.0,20.0,67.8,231.5,1.6,1.2,608,339.87974,353.5646958,272.048,Poor (Needs purification before use)
7.3,618.0,0.0,71.0,63.0,38.0,22.0,31.0,23.0,18.0,0.17,0.01,402,151.16572,160.25926802700002,179.19,Moderate (Filtration required)
9.12,894.0,162.0,195.0,85.0,38.0,1.0,16.0,49.0,81.0,126.0,1.33,536,222.08868,224.13210832599995,236.636,Poor (Needs purification before use)
7.76,888.0,0.0,317.0,113.0,32.0,0.0,12.0,50.0,103.0,3.8,0.0,532,226.97444,227.84768827599999,233.728,Poor (Needs purification before use)
6.9,5558.0,0.0,610.0,1425.0,210.0,60.0,72.0,175.0,830.0,39.13,0.11,3724,1432.72088,1422.5456757600002,1565.77,Extremely Polluted (Only suitable for industrial use)
8.27,212.0,0.0,98.0,14.0,12.0,2.48,32.0,7.29,2.0,1.1,0.0,127,56.81343,57.234587823,65.06800000000001,Good (Minor treatment needed)
7.8,866.0,0.0,377.0,59.0,25.0,22.0,71.0,31.0,76.0,1.0,0.16,554,231.6112,228.28961918399992,254.54000000000002,Poor (Needs purification before use)
7.66,1463.0,0.0,489.0,197.0,12.0,70.0,90.0,50.0,79.0,129.8,0.16,951,392.35004,382.43294761099986,424.69800000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.06,694.0,0.0,92.0,89.0,20.0,125.0,50.0,51.0,20.0,8.4,0.3,416,181.14324,176.043555034,199.118,Moderate (Filtration required)
8.0,1353.0,0.0,462.0,115.0,14.0,111.0,111.0,40.0,85.0,33.2,0.28,879,362.1052,358.20736815200013,399.3,"Very Poor (Not suitable for drinking, high risk)"
7.48,3200.0,0.0,610.0,461.0,76.0,375.0,44.0,131.0,429.0,17.0,1.3,2144,858.19972,853.2161628879999,912.344,Highly Polluted (Not for any domestic use)
7.8,2230.0,0.0,646.6,298.2,140.0,108.7,16.0,79.9,90.8,16.4,0.9,608,463.8532,468.02041859999974,274.31,Poor (Needs purification before use)
7.83,1446.0,0.0,183.0,228.0,89.0,144.0,116.0,29.0,109.0,0.92,0.65,867,369.34114,369.5016961559997,392.649,"Very Poor (Not suitable for drinking, high risk)"
7.16,1270.0,0.0,378.2,156.2,164.7,3.0,40.0,63.2,129.3,14.9,0.24,1126,383.76534,379.5099186000001,483.50800000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.7,835.1,18.0,451.76,138.26,34.62,0.0,40.03,50.95,89.92,52.5,0.46,181,188.52006,176.79945651600002,102.304,Moderate (Filtration required)
8.19,1093.0,0.0,476.0,53.2,29.3,34.9,38.1,31.6,98.5,59.1,0.36,437,253.82236,252.23636331999987,198.167,Moderate (Filtration required)
8.36,1008.0,96.0,336.0,106.0,1.0,9.0,30.0,22.0,190.0,5.0,0.18,645,260.96904,264.42264390199995,276.108,Poor (Needs purification before use)
8.34,2950.0,54.0,207.0,625.0,280.0,1.0,52.0,168.0,326.0,13.0,1.16,1770,720.56176,725.7926433810004,776.502,Highly Polluted (Not for any domestic use)
8.33,929.0,29.0,102.0,128.0,115.0,61.0,34.0,31.0,107.0,18.0,0.17,262,195.64862,193.1353503199999,126.799,Moderate (Filtration required)
8.16,535.0,0.0,256.0,50.0,0.0,17.0,48.0,27.0,28.0,3.6,0.3,321,141.88684,140.63822135200004,153.348,Moderate (Filtration required)
7.62,890.0,0.0,403.0,63.9,26.5,0.1,32.0,57.0,56.8,1.9,0.25,452,216.92138,217.7511315999999,209.786,Poor (Needs purification before use)
6.4,1225.0,0.0,201.366,226.88,64.0,80.0,72.0,41.3168,112.1,32.3,0.2,735,314.4224432,312.21341413599976,329.91504000000003,"Very Poor (Not suitable for drinking, high risk)"
7.5,1250.0,0.0,549.2,78.9,35.9,10.0,47.0,31.0,140.9,7.7,0.09,1181,383.7459,385.5058881999997,498.05,"Severely Contaminated (Avoid drinking, high health risk)"
6.89,3400.0,0.0,244.0,709.0,192.0,434.0,441.0,92.0,124.0,4.1,0.63,2146,895.89006,863.8929265040002,1020.3670000000001,Extremely Polluted (Only suitable for industrial use)
8.15,680.0,0.0,293.0,71.0,23.0,10.0,44.0,29.0,65.0,1.1,0.22,456,186.0827,186.22724869800004,206.745,Poor (Needs purification before use)
7.6,1805.0,0.0,414.8,227.2,137.0,132.1,48.0,33.9,192.0,158.0,0.89,608,406.5378,400.31578839999986,270.05,Poor (Needs purification before use)
7.3,1338.0,0.0,285.0,124.0,13.0,34.0,102.0,43.0,38.0,1.44,0.007,870,328.57384,340.8752888800003,393.69,"Very Poor (Not suitable for drinking, high risk)"
7.7,894.0,0.0,390.0,45.0,21.0,11.0,54.0,49.0,47.0,1.9,0.8,581,234.4962,238.03083333499998,265.61,Poor (Needs purification before use)
7.15,1434.0,0.0,342.0,267.0,41.0,2.8,70.0,38.0,148.0,2.3,0.76,860,358.2943,359.851294729,378.54499999999996,"Very Poor (Not suitable for drinking, high risk)"
8.06,2189.0,0.0,826.0,230.0,22.0,78.0,164.0,23.0,255.0,7.2,1.69,1423,583.34104,570.3656183140001,627.7180000000001,Highly Polluted (Not for any domestic use)
7.3,3240.0,0.0,665.118,581.38,77.0,161.7,108.0,157.976,298.0,16.6,0.6,1944,815.783032,820.0750077409996,859.5828000000001,Highly Polluted (Not for any domestic use)
7.5,580.0,0.0,256.0,21.0,14.0,39.0,36.0,38.0,22.0,1.1,0.11,307,146.3126,145.657286137,147.25,Moderate (Filtration required)
6.31,310.0,0.0,36.6,60.35,0.6,17.0,16.032,2.432,33.0,10.5,0.05,186,76.946592,79.850342824,81.8322,Good (Minor treatment needed)
8.02,540.0,0.0,305.0,14.0,22.0,0.0,24.0,34.0,45.0,5.5,0.36,324,143.93128,144.194566525,149.406,Moderate (Filtration required)
8.04,893.0,0.0,317.0,99.0,5.0,0.0,14.0,21.0,80.0,19.0,0.13,571,227.73856,233.866146704,241.312,Poor (Needs purification before use)
7.4,940.0,0.0,354.0,92.0,48.0,3.0,44.0,36.0,96.0,0.65,0.43,630,251.315,254.13454400700016,278.22,Poor (Needs purification before use)
8.23,660.0,6.0,54.9,42.5,204.5,18.0,40.0,26.7,41.4,39.9,0.35,608,204.62512,199.8777096000001,265.67900000000003,Poor (Needs purification before use)
7.8,193.0,0.0,55.0,21.0,10.0,12.0,16.0,5.0,13.0,4.0,0.08,125,52.1602,52.431372800999995,58.64,Good (Minor treatment needed)
7.62,1304.0,0.0,281.0,241.0,77.0,1.5,68.0,56.0,105.0,4.2,0.33,874,339.95738,348.32709946000017,389.086,"Very Poor (Not suitable for drinking, high risk)"
7.73,3450.0,0.0,610.0,711.0,189.0,1.5,160.0,29.0,448.0,67.0,0.94,2070,864.42872,856.8370395710002,887.019,Highly Polluted (Not for any domestic use)
7.36,706.0,0.0,366.0,39.0,26.0,41.0,82.0,33.0,30.0,1.6,0.72,423,192.84764,187.6160858,205.90800000000002,Poor (Needs purification before use)
8.12,1211.0,0.0,146.0,241.0,99.0,28.0,66.0,38.0,113.0,2.0,0.03,676,295.43868,297.37419409600005,304.036,"Very Poor (Not suitable for drinking, high risk)"
7.6,529.0,0.0,430.0,22.0,24.0,2.0,102.0,13.0,52.0,1.1,0.53,344,161.427,145.75521510700003,174.38,Moderate (Filtration required)
7.5,100.0,0.0,12.2,10.6,20.0,6.6,14.0,1.2,5.4,0.3,0.03,608,105.501,104.83049280000006,250.01000000000002,Poor (Needs purification before use)
7.7,651.0,0.0,172.0,15.0,73.0,29.0,31.0,33.0,12.0,0.07,0.2,423,167.39772,168.70230116400006,190.71,Moderate (Filtration required)
8.2,312.0,0.0,92.0,56.7,5.0,13.0,20.0,16.0,19.0,5.0,0.02,202,83.563,83.6192246668,94.06,Good (Minor treatment needed)
7.98,786.0,0.0,329.0,57.0,28.0,61.0,24.0,41.0,29.0,111.0,0.2,471,213.34772,203.9818970000001,210.294,Poor (Needs purification before use)
7.35,1320.0,0.0,439.0,106.0,59.0,95.0,60.0,105.0,34.0,0.3,0.17,884,353.2127,353.25143209799984,405.305,"Severely Contaminated (Avoid drinking, high health risk)"
7.21,180.0,0.0,18.0,16.0,32.0,15.0,2.0,2.0,26.0,3.0,0.0,108,47.26094,45.21859970399999,46.563,Excellent (Safe for drinking)
8.24,230.0,0.0,85.0,28.0,28.0,2.17,16.0,25.0,5.7,0.4,0.2,138,62.04197,59.94359948000001,69.97200000000001,Good (Minor treatment needed)
7.3,981.0,0.0,454.0,180.0,18.0,75.0,72.0,56.0,154.0,2.3,0.43,638,285.8,263.32982556499996,295.79,Poor (Needs purification before use)
7.55,168.0,0.0,67.1,24.8,0.0,0.0,14.0,4.9,15.7,1.4,0.2,332,77.3055,77.79889990000001,140.73499999999999,Moderate (Filtration required)
8.2,861.0,0.0,305.0,92.0,48.0,39.0,68.0,24.0,94.0,0.32,0.33,577,236.64272,232.74750070000016,260.86,Poor (Needs purification before use)
6.59,330.0,0.0,41.4,43.1,38.5,40.5,25.0,5.6,32.7,17.0,0.61,110,75.87506,75.82829077600003,55.157,Good (Minor treatment needed)
7.63,697.0,0.0,354.0,28.0,14.0,8.2,28.0,19.0,102.0,3.7,0.92,418,183.86262,184.034720098,183.589,Moderate (Filtration required)
7.4,750.0,0.0,390.5,28.4,20.0,2.4,60.0,36.5,29.6,0.4,0.37,1181,300.0233,296.16997740000005,503.57000000000005,Highly Polluted (Not for any domestic use)
7.11,1892.0,0.0,341.7,283.6,108.4,58.6,148.3,52.2,80.9,6.3,0.35,620,394.38594,410.3714178000001,310.283,"Very Poor (Not suitable for drinking, high risk)"
7.67,1405.0,0.0,433.0,170.0,70.0,134.0,28.0,73.0,140.0,19.0,1.4,843,373.21038,363.8469744009999,369.80100000000004,"Very Poor (Not suitable for drinking, high risk)"
7.86,1640.0,0.0,220.0,270.0,154.0,130.0,56.0,83.0,155.0,5.0,1.36,984,421.26004,429.79851704599974,437.658,"Severely Contaminated (Avoid drinking, high health risk)"
7.4,2100.0,0.0,390.464,468.6,90.0,15.5,104.0,60.81,251.6,4.736061,0.3,1260,528.8975134,527.9463291689996,555.663,Highly Polluted (Not for any domestic use)
7.8,55.0,0.0,18.0,7.0,5.0,1.0,6.0,1.0,5.0,1.0,0.32,1126,171.7422,180.65162689999983,454.84000000000003,"Severely Contaminated (Avoid drinking, high health risk)"
7.91,554.0,0.0,317.2,7.1,8.6,2.5,82.0,8.4,18.6,2.4,0.08,489,169.30744,168.41417781899997,225.09300000000002,Poor (Needs purification before use)
7.4,985.0,0.0,220.0,156.0,61.0,45.0,88.176,15.0,94.0,0.46,0.43,660,263.961392,265.2241634960002,297.17280000000005,Poor (Needs purification before use)
8.3,829.0,0.0,339.0,30.0,92.0,42.0,61.0,47.0,74.0,2.2,0.31,539,229.7544,220.13410864300005,250.49000000000004,Poor (Needs purification before use)
7.97,1951.0,0.0,195.2,305.3,188.0,80.1,84.0,84.7,93.6,27.2,0.63,608,399.92258,416.2588972,296.201,Poor (Needs purification before use)
7.85,1192.0,0.0,427.1,49.6,160.9,34.8,24.0,63.2,119.6,1.2,1.03,620,299.5215,293.1754178000002,276.515,Poor (Needs purification before use)
7.82,543.0,0.0,129.0,66.0,24.0,41.0,38.0,12.0,55.0,1.0,0.47,325,140.29448,138.89389298000006,147.346,Moderate (Filtration required)
7.62,880.0,0.0,317.2,92.2,35.3,15.7,4.0,58.3,60.4,79.4,0.07,270,191.01368,191.27478850000003,128.976,Moderate (Filtration required)
7.71,192.0,0.0,67.1,35.5,0.0,0.0,14.0,8.5,13.7,2.4,0.13,221,65.15334,64.51209832,97.46300000000001,Good (Minor treatment needed)
7.93,815.0,0.0,231.838,106.0,50.0,12.0,40.08,19.0,102.0,1.2,0.87,546,216.978848,221.05134174400007,238.503,Poor (Needs purification before use)
8.32,3210.0,44.0,280.6,618.0,242.0,91.4,114.0,78.6,418.0,46.8,1.84,608,606.51048,612.5953787999995,303.476,"Very Poor (Not suitable for drinking, high risk)"
8.0,1375.0,0.0,380.0,204.0,18.0,54.0,38.0,111.0,48.0,20.0,1.0,894,354.707,353.43569459500003,404.7,"Severely Contaminated (Avoid drinking, high health risk)"
8.97,197.0,14.0,66.0,11.0,1.0,1.0,10.0,1.0,26.0,0.0,0.4,118,49.31258,51.19959595349999,53.191,Good (Minor treatment needed)
7.4,1726.0,0.0,433.242,262.33,38.0,115.6,68.0,65.6208,180.6,16.9,1.4,1035,443.2381952,443.8975610349999,456.30624,"Severely Contaminated (Avoid drinking, high health risk)"
7.57,666.0,0.0,305.0,21.3,23.0,6.7,72.0,17.0,20.0,5.5,0.76,36,119.57588,128.06322070000004,43.370999999999995,Excellent (Safe for drinking)
7.4,597.0,0.0,244.0,35.0,42.0,6.0,5.0,39.0,49.0,1.5,0.88,388,158.2346,158.41334783599993,170.62,Moderate (Filtration required)
7.71,336.0,0.0,117.0,12.0,33.0,10.0,28.0,6.0,23.0,12.2,0.19,201,87.91014,87.86640028799998,92.91300000000001,Good (Minor treatment needed)
7.88,1101.0,0.0,622.0,53.0,17.0,16.0,36.0,34.0,195.0,1.3,2.3,660,297.26012,291.23206719999996,287.364,Poor (Needs purification before use)
7.73,729.8,0.0,305.1,42.5,26.8,30.8,40.1,45.0,17.7,28.6,1.4,864,251.13122,248.57114520000013,373.449,"Very Poor (Not suitable for drinking, high risk)"
7.14,1615.0,0.0,219.7,296.1,80.2,5.1,75.0,34.5,157.9,6.9,0.24,1181,422.53966,433.745966715,507.39200000000005,Highly Polluted (Not for any domestic use)
7.8,1460.0,0.0,528.0,124.0,77.0,24.8,24.0,41.0,227.4,2.9,2.6,608,338.1968,335.77345280000003,265.04,Poor (Needs purification before use)
8.09,240.0,0.0,31.0,46.0,3.0,15.1,36.0,0.0,17.6,3.5,0.27,608,127.59476,129.7778251,256.427,Poor (Needs purification before use)
7.27,934.0,0.0,293.0,85.0,82.0,21.0,26.0,40.0,102.0,7.0,0.74,543,238.49678,236.37432828299995,239.18100000000004,Poor (Needs purification before use)
7.95,648.0,0.0,201.0,85.0,75.0,2.4,54.0,26.0,57.0,2.2,0.45,425,176.0967,171.77625324100006,196.385,Moderate (Filtration required)
7.56,3403.0,0.0,628.5,542.4,299.4,204.2,126.3,183.5,309.2,9.4,0.74,701,683.14904,678.5176634000001,375.608,"Very Poor (Not suitable for drinking, high risk)"
7.47,537.0,0.0,336.0,35.0,30.0,3.0,54.0,24.0,41.0,17.0,0.13,344,154.01958,146.007312835,163.241,Moderate (Filtration required)
7.65,400.0,0.0,108.8,44.15,20.67,28.6,23.5,15.6,36.94,10.43,0.26,408,128.8562,130.3729448,177.225,Moderate (Filtration required)
7.9,674.0,0.0,212.0,57.0,31.0,7.0,23.0,35.0,49.0,0.2,0.09,438,173.1078,176.02520110200007,194.97000000000003,Moderate (Filtration required)
8.42,1224.0,72.0,500.0,64.0,44.0,13.0,28.0,54.0,179.0,0.66,1.3,820,326.44884,330.68905569599997,355.12600000000003,"Very Poor (Not suitable for drinking, high risk)"
7.7,628.0,0.0,207.0,62.0,26.0,15.0,24.0,28.0,59.0,2.1,0.98,408,164.6654,166.11834853699995,181.11,Moderate (Filtration required)
7.64,1428.0,0.0,500.4,198.5,31.9,8.7,68.1,76.5,92.1,1.1,0.54,315,285.04176,296.34380589999995,171.672,Moderate (Filtration required)
8.1,1216.0,0.0,512.0,92.0,39.0,91.0,36.0,102.0,75.0,1.2,0.52,406,276.2826,269.4546323999998,206.23000000000002,Poor (Needs purification before use)
7.16,720.0,0.0,317.2,95.85,31.04,0.6,54.108,40.128,46.23,7.51,0.0,432,191.060358,187.39626459700008,203.21880000000002,Poor (Needs purification before use)
7.46,1190.0,0.0,293.0,220.0,6.0,46.0,132.0,27.0,69.0,1.0,0.65,680,297.41444,294.30128735600005,321.938,"Very Poor (Not suitable for drinking, high risk)"
8.1,209.0,0.0,122.0,24.8,6.0,5.6,28.0,9.0,12.0,1.0,0.23,135,60.749,58.61933072349998,67.53,Good (Minor treatment needed)
7.51,435.0,0.0,244.0,7.1,11.0,18.0,44.0,19.0,19.0,2.5,0.31,261,117.45174,115.0892078660001,125.553,Moderate (Filtration required)
6.96,187.2,0.0,91.57,42.54,18.71,0.0,10.01,6.06,34.58,11.58,0.06,112,55.14507,54.06593197649999,51.709,Good (Minor treatment needed)
8.06,600.0,0.0,213.5,39.0,34.0,21.0,44.0,18.2,45.0,8.6,0.53,608,190.87124,189.91383739999998,264.278,Poor (Needs purification before use)
8.71,3827.0,60.0,195.0,973.0,226.0,1.2,36.0,22.0,750.0,3.1,1.65,2564,975.46814,993.0059688200007,1045.6130000000003,Extremely Polluted (Only suitable for industrial use)
7.36,2009.0,0.0,237.9,347.4,163.7,58.2,130.0,91.1,83.0,21.0,0.58,606,409.47474,421.02206780000023,310.938,"Very Poor (Not suitable for drinking, high risk)"
8.2,2500.0,0.0,647.0,284.0,321.0,10.0,80.0,108.0,290.0,4.0,1.8,1500,642.3288,640.2165315919999,658.86,Highly Polluted (Not for any domestic use)
8.46,1707.0,108.0,354.0,327.0,20.0,7.0,72.0,17.0,296.0,69.0,0.39,1144,446.29444,448.011763335,486.838,"Severely Contaminated (Avoid drinking, high health risk)"
7.9,1890.0,0.0,567.0,195.0,144.0,70.0,74.0,72.0,212.0,11.0,1.14,1126,488.0546,487.9728897119998,496.57000000000005,"Severely Contaminated (Avoid drinking, high health risk)"
6.23,155.0,0.0,78.0,11.3,4.0,6.4,16.0,3.6,10.1,4.0,0.0,608,116.18332,114.54676040000003,250.949,Poor (Needs purification before use)
7.96,2296.0,0.0,622.4,315.5,160.1,46.2,136.3,126.4,116.5,8.2,0.49,415,445.72804,442.44028480000014,247.19800000000004,Poor (Needs purification before use)
7.52,1167.0,0.0,299.0,151.0,45.0,57.0,54.0,50.0,107.0,2.9,0.33,759,305.11268,307.19333236899996,337.056,"Very Poor (Not suitable for drinking, high risk)"
7.9,116.0,0.0,37.0,14.0,1.0,5.63,8.0,5.0,5.8,0.5,0.07,262,57.85329,53.59550504000001,111.07000000000002,Moderate (Filtration required)
8.1,143.0,0.0,61.0,14.8,4.3,1.5,14.0,4.1,7.8,1.1,0.07,1181,194.7464,195.14614959999994,480.26000000000005,"Severely Contaminated (Avoid drinking, high health risk)"
6.96,1012.0,0.0,371.0,97.0,18.0,17.0,112.0,26.0,40.0,9.0,0.25,607,257.57944,261.0642539120001,286.288,Poor (Needs purification before use)
8.416,523.3,18.0,268.6147,60.265,14.1244,0.0015,40.03,36.38835,38.9,3.76,0.52,340,144.8662577,141.71368729900007,161.45030500000001,Moderate (Filtration required)
7.23,2577.0,0.0,537.0,471.0,183.0,7.0,70.0,41.0,435.0,16.0,0.52,1552,655.59322,653.1404035259997,656.269,Highly Polluted (Not for any domestic use)
8.04,1523.0,0.0,433.0,232.0,25.0,57.0,130.0,27.0,149.0,4.2,1.2,369,312.36776,307.0508976360002,197.112,Moderate (Filtration required)
8.13,1179.0,0.0,323.4,198.8,78.1,3.3,20.0,46.2,175.9,1.5,1.0,1126,363.06922,363.14274539999985,472.69900000000007,"Severely Contaminated (Avoid drinking, high health risk)"
8.0,1610.0,0.0,268.0,249.0,73.0,158.0,96.0,92.0,108.0,16.0,1.11,966,413.014,418.1375393379999,445.2,"Severely Contaminated (Avoid drinking, high health risk)"
7.5,196.0,0.0,108.6,14.9,5.9,4.6,28.0,6.8,15.0,3.3,0.2,669,133.6386,126.06490660000001,280.29,Poor (Needs purification before use)
7.85,637.0,0.0,332.0,15.0,8.0,6.0,60.0,23.0,30.0,1.1,0.31,414,170.1695,171.08203938000008,192.85500000000002,Moderate (Filtration required)
7.3,1415.0,0.0,275.0,199.0,199.0,49.0,84.0,36.0,169.0,2.0,0.8,849,369.1852,364.14505123999993,377.79,"Very Poor (Not suitable for drinking, high risk)"
7.89,917.0,0.0,336.0,92.0,91.0,3.6,108.0,24.0,61.0,3.0,0.63,589,247.67626,244.94800424599998,277.567,Poor (Needs purification before use)
7.39,314.8,0.0,85.4,46.1,19.2,3.9,18.0,10.9,29.1,5.9,0.17,465,120.57296,118.3302775999998,196.887,Moderate (Filtration required)
7.62,1145.0,0.0,573.0,50.0,15.0,13.0,82.0,11.0,146.0,2.8,0.62,744,308.37948,304.22295469999983,327.786,"Very Poor (Not suitable for drinking, high risk)"
7.92,88.25,0.0,42.73,17.725,3.31,0.0,12.01,3.63,3.97,2.12,0.52,50,24.81808,24.753484176000008,27.068,Excellent (Safe for drinking)
7.6,1315.0,0.0,484.0,105.0,75.0,11.0,20.0,90.0,102.0,3.2,0.43,855,343.4116,343.88915382700003,377.28,"Very Poor (Not suitable for drinking, high risk)"
8.1,864.0,0.0,458.0,17.0,10.0,12.0,48.0,34.0,75.0,3.6,0.24,562,231.67,230.81865376699997,251.83,Poor (Needs purification before use)
7.9,585.0,0.0,244.0,21.0,33.0,2.7,16.0,22.0,61.0,10.41,0.43,392,156.12866,159.50476237400005,170.57000000000002,Moderate (Filtration required)
7.9,360.0,0.0,145.0,28.0,12.0,10.0,48.0,1.0,25.0,1.2,0.41,216,94.7378,92.66072280079999,103.47000000000001,Moderate (Filtration required)
7.75,196.0,0.0,67.1,14.2,15.0,10.0,18.0,9.7,1.1,2.7,0.0,620,123.5105,121.2045376999999,258.635,Poor (Needs purification before use)
8.17,237.0,0.0,134.31,21.27,4.17,13.63,26.02,10.91,12.16,2.37,0.48,125,64.24576,61.66573076300001,63.53,Good (Minor treatment needed)
8.4,716.0,6.0,233.0,83.0,55.0,10.0,71.0,21.0,51.0,12.0,1.29,450,189.9326,189.03714267400002,210.12,Poor (Needs purification before use)
7.9,454.0,0.0,171.0,39.0,18.0,16.0,34.0,19.0,28.0,1.6,0.08,241,113.6582,112.63136141599993,114.67000000000002,Moderate (Filtration required)
8.02,796.0,0.0,378.0,50.0,24.0,11.0,62.0,23.0,82.0,2.4,0.46,597,227.10768,224.74068483200014,266.706,Poor (Needs purification before use)
